image_id,image_path,concept_id,concept_name,unique_id,split
34,images_THINGS/object_images/accordion/accordion_07s.jpg,2,accordion,accordion,train
35,images_THINGS/object_images/accordion/accordion_08s.jpg,2,accordion,accordion,test
36,images_THINGS/object_images/accordion/accordion_09s.jpg,2,accordion,accordion,train
37,images_THINGS/object_images/accordion/accordion_10s.jpg,2,accordion,accordion,test
38,images_THINGS/object_images/accordion/accordion_11s.jpg,2,accordion,accordion,train
39,images_THINGS/object_images/accordion/accordion_12s.jpg,2,accordion,accordion,train
40,images_THINGS/object_images/accordion/accordion_13s.jpg,2,accordion,accordion,train
41,images_THINGS/object_images/accordion/accordion_14s.jpg,2,accordion,accordion,train
42,images_THINGS/object_images/acorn/acorn_01b.jpg,3,acorn,acorn,val
43,images_THINGS/object_images/acorn/acorn_02n.jpg,3,acorn,acorn,test
44,images_THINGS/object_images/acorn/acorn_03s.jpg,3,acorn,acorn,train
45,images_THINGS/object_images/acorn/acorn_04s.jpg,3,acorn,acorn,val
46,images_THINGS/object_images/acorn/acorn_05s.jpg,3,acorn,acorn,train
47,images_THINGS/object_images/acorn/acorn_06s.jpg,3,acorn,acorn,train
48,images_THINGS/object_images/acorn/acorn_07s.jpg,3,acorn,acorn,train
49,images_THINGS/object_images/acorn/acorn_08s.jpg,3,acorn,acorn,test
50,images_THINGS/object_images/acorn/acorn_09s.jpg,3,acorn,acorn,train
51,images_THINGS/object_images/acorn/acorn_10s.jpg,3,acorn,acorn,val
52,images_THINGS/object_images/acorn/acorn_11s.jpg,3,acorn,acorn,train
53,images_THINGS/object_images/acorn/acorn_12s.jpg,3,acorn,acorn,train
54,images_THINGS/object_images/acorn/acorn_13s.jpg,3,acorn,acorn,train
55,images_THINGS/object_images/acorn/acorn_14n.jpg,3,acorn,acorn,test
56,images_THINGS/object_images/acorn/acorn_15n.jpg,3,acorn,acorn,train
57,images_THINGS/object_images/acorn/acorn_16n.jpg,3,acorn,acorn,train
58,images_THINGS/object_images/air_conditioner/air_conditioner_01b.jpg,4,air conditioner,air_conditioner,train
59,images_THINGS/object_images/air_conditioner/air_conditioner_02s.jpg,4,air conditioner,air_conditioner,train
60,images_THINGS/object_images/air_conditioner/air_conditioner_03s.jpg,4,air conditioner,air_conditioner,train
61,images_THINGS/object_images/air_conditioner/air_conditioner_04s.jpg,4,air conditioner,air_conditioner,train
62,images_THINGS/object_images/air_conditioner/air_conditioner_05s.jpg,4,air conditioner,air_conditioner,train
63,images_THINGS/object_images/air_conditioner/air_conditioner_06s.jpg,4,air conditioner,air_conditioner,train
64,images_THINGS/object_images/air_conditioner/air_conditioner_07s.jpg,4,air conditioner,air_conditioner,train
65,images_THINGS/object_images/air_conditioner/air_conditioner_08s.jpg,4,air conditioner,air_conditioner,test
66,images_THINGS/object_images/air_conditioner/air_conditioner_09s.jpg,4,air conditioner,air_conditioner,test
67,images_THINGS/object_images/air_conditioner/air_conditioner_10s.jpg,4,air conditioner,air_conditioner,train
68,images_THINGS/object_images/air_conditioner/air_conditioner_11s.jpg,4,air conditioner,air_conditioner,train
69,images_THINGS/object_images/air_conditioner/air_conditioner_12s.jpg,4,air conditioner,air_conditioner,val
70,images_THINGS/object_images/air_conditioner/air_conditioner_13s.jpg,4,air conditioner,air_conditioner,train
71,images_THINGS/object_images/air_mattress/air_mattress_01b.jpg,5,air mattress,air_mattress,train
72,images_THINGS/object_images/air_mattress/air_mattress_02s.jpg,5,air mattress,air_mattress,train
73,images_THINGS/object_images/air_mattress/air_mattress_03s.jpg,5,air mattress,air_mattress,train
74,images_THINGS/object_images/air_mattress/air_mattress_04s.jpg,5,air mattress,air_mattress,train
75,images_THINGS/object_images/air_mattress/air_mattress_05s.jpg,5,air mattress,air_mattress,test
76,images_THINGS/object_images/air_mattress/air_mattress_06s.jpg,5,air mattress,air_mattress,train
77,images_THINGS/object_images/air_mattress/air_mattress_07s.jpg,5,air mattress,air_mattress,train
78,images_THINGS/object_images/air_mattress/air_mattress_08s.jpg,5,air mattress,air_mattress,test
79,images_THINGS/object_images/air_mattress/air_mattress_09s.jpg,5,air mattress,air_mattress,val
80,images_THINGS/object_images/air_mattress/air_mattress_10s.jpg,5,air mattress,air_mattress,train
81,images_THINGS/object_images/air_mattress/air_mattress_11s.jpg,5,air mattress,air_mattress,val
82,images_THINGS/object_images/air_mattress/air_mattress_12s.jpg,5,air mattress,air_mattress,train
83,images_THINGS/object_images/air_mattress/air_mattress_13s.jpg,5,air mattress,air_mattress,train
84,images_THINGS/object_images/air_pump/air_pump_01s.jpg,6,air pump,air_pump,train
85,images_THINGS/object_images/air_pump/air_pump_02s.jpg,6,air pump,air_pump,train
86,images_THINGS/object_images/air_pump/air_pump_03s.jpg,6,air pump,air_pump,train
87,images_THINGS/object_images/air_pump/air_pump_04s.jpg,6,air pump,air_pump,train
88,images_THINGS/object_images/air_pump/air_pump_05s.jpg,6,air pump,air_pump,test
89,images_THINGS/object_images/air_pump/air_pump_06s.jpg,6,air pump,air_pump,train
90,images_THINGS/object_images/air_pump/air_pump_07s.jpg,6,air pump,air_pump,train
91,images_THINGS/object_images/air_pump/air_pump_08s.jpg,6,air pump,air_pump,train
92,images_THINGS/object_images/air_pump/air_pump_09s.jpg,6,air pump,air_pump,train
93,images_THINGS/object_images/air_pump/air_pump_10s.jpg,6,air pump,air_pump,train
94,images_THINGS/object_images/air_pump/air_pump_11s.jpg,6,air pump,air_pump,val
95,images_THINGS/object_images/air_pump/air_pump_12s.jpg,6,air pump,air_pump,val
96,images_THINGS/object_images/air_pump/air_pump_13s.jpg,6,air pump,air_pump,train
97,images_THINGS/object_images/airbag/airbag_01b.jpg,7,airbag,airbag,train
98,images_THINGS/object_images/airbag/airbag_02s.jpg,7,airbag,airbag,train
99,images_THINGS/object_images/airbag/airbag_03s.jpg,7,airbag,airbag,train
100,images_THINGS/object_images/airbag/airbag_04s.jpg,7,airbag,airbag,test
101,images_THINGS/object_images/airbag/airbag_05s.jpg,7,airbag,airbag,test
102,images_THINGS/object_images/airbag/airbag_06s.jpg,7,airbag,airbag,train
103,images_THINGS/object_images/airbag/airbag_07s.jpg,7,airbag,airbag,train
104,images_THINGS/object_images/airbag/airbag_08s.jpg,7,airbag,airbag,test
105,images_THINGS/object_images/airbag/airbag_09s.jpg,7,airbag,airbag,train
106,images_THINGS/object_images/airbag/airbag_10s.jpg,7,airbag,airbag,train
107,images_THINGS/object_images/airbag/airbag_11s.jpg,7,airbag,airbag,train
108,images_THINGS/object_images/airbag/airbag_12s.jpg,7,airbag,airbag,val
109,images_THINGS/object_images/airbag/airbag_13s.jpg,7,airbag,airbag,val
110,images_THINGS/object_images/airbag/airbag_14s.jpg,7,airbag,airbag,train
111,images_THINGS/object_images/airbag/airbag_15s.jpg,7,airbag,airbag,val
112,images_THINGS/object_images/airbag/airbag_16s.jpg,7,airbag,airbag,train
113,images_THINGS/object_images/airboat/airboat_01s.jpg,8,airboat,airboat,test
114,images_THINGS/object_images/airboat/airboat_02s.jpg,8,airboat,airboat,train
115,images_THINGS/object_images/airboat/airboat_03s.jpg,8,airboat,airboat,train
116,images_THINGS/object_images/airboat/airboat_04s.jpg,8,airboat,airboat,test
117,images_THINGS/object_images/airboat/airboat_05s.jpg,8,airboat,airboat,train
118,images_THINGS/object_images/airboat/airboat_06s.jpg,8,airboat,airboat,train
119,images_THINGS/object_images/airboat/airboat_07s.jpg,8,airboat,airboat,train
120,images_THINGS/object_images/airboat/airboat_08s.jpg,8,airboat,airboat,train
121,images_THINGS/object_images/airboat/airboat_09s.jpg,8,airboat,airboat,val
122,images_THINGS/object_images/airboat/airboat_10s.jpg,8,airboat,airboat,train
123,images_THINGS/object_images/airboat/airboat_11s.jpg,8,airboat,airboat,train
124,images_THINGS/object_images/airboat/airboat_12s.jpg,8,airboat,airboat,train
125,images_THINGS/object_images/airboat/airboat_13s.jpg,8,airboat,airboat,val
126,images_THINGS/object_images/aircraft_carrier/aircraft_carrier_01b.jpg,9,aircraft carrier,aircraft_carrier,val
127,images_THINGS/object_images/aircraft_carrier/aircraft_carrier_02s.jpg,9,aircraft carrier,aircraft_carrier,train
128,images_THINGS/object_images/aircraft_carrier/aircraft_carrier_03s.jpg,9,aircraft carrier,aircraft_carrier,train
129,images_THINGS/object_images/aircraft_carrier/aircraft_carrier_04s.jpg,9,aircraft carrier,aircraft_carrier,train
130,images_THINGS/object_images/aircraft_carrier/aircraft_carrier_05s.jpg,9,aircraft carrier,aircraft_carrier,train
131,images_THINGS/object_images/aircraft_carrier/aircraft_carrier_06s.jpg,9,aircraft carrier,aircraft_carrier,train
132,images_THINGS/object_images/aircraft_carrier/aircraft_carrier_07s.jpg,9,aircraft carrier,aircraft_carrier,train
133,images_THINGS/object_images/aircraft_carrier/aircraft_carrier_08s.jpg,9,aircraft carrier,aircraft_carrier,val
134,images_THINGS/object_images/aircraft_carrier/aircraft_carrier_09s.jpg,9,aircraft carrier,aircraft_carrier,train
135,images_THINGS/object_images/aircraft_carrier/aircraft_carrier_10s.jpg,9,aircraft carrier,aircraft_carrier,test
136,images_THINGS/object_images/aircraft_carrier/aircraft_carrier_11s.jpg,9,aircraft carrier,aircraft_carrier,train
137,images_THINGS/object_images/aircraft_carrier/aircraft_carrier_12s.jpg,9,aircraft carrier,aircraft_carrier,test
138,images_THINGS/object_images/aircraft_carrier/aircraft_carrier_13s.jpg,9,aircraft carrier,aircraft_carrier,train
139,images_THINGS/object_images/aircraft_carrier/aircraft_carrier_14s.jpg,9,aircraft carrier,aircraft_carrier,val
140,images_THINGS/object_images/aircraft_carrier/aircraft_carrier_15s.jpg,9,aircraft carrier,aircraft_carrier,val
141,images_THINGS/object_images/aircraft_carrier/aircraft_carrier_16s.jpg,9,aircraft carrier,aircraft_carrier,test
142,images_THINGS/object_images/aircraft_carrier/aircraft_carrier_17s.jpg,9,aircraft carrier,aircraft_carrier,train
143,images_THINGS/object_images/aircraft_carrier/aircraft_carrier_18s.jpg,9,aircraft carrier,aircraft_carrier,train
144,images_THINGS/object_images/aircraft_carrier/aircraft_carrier_19s.jpg,9,aircraft carrier,aircraft_carrier,train
145,images_THINGS/object_images/aircraft_carrier/aircraft_carrier_20s.jpg,9,aircraft carrier,aircraft_carrier,train
146,images_THINGS/object_images/aircraft_carrier/aircraft_carrier_21s.jpg,9,aircraft carrier,aircraft_carrier,train
147,images_THINGS/object_images/aircraft_carrier/aircraft_carrier_22s.jpg,9,aircraft carrier,aircraft_carrier,train
148,images_THINGS/object_images/aircraft_carrier/aircraft_carrier_23s.jpg,9,aircraft carrier,aircraft_carrier,test
149,images_THINGS/object_images/airplane/airplane_01b.jpg,10,airplane,airplane,train
150,images_THINGS/object_images/airplane/airplane_02n.jpg,10,airplane,airplane,train
151,images_THINGS/object_images/airplane/airplane_03n.jpg,10,airplane,airplane,train
152,images_THINGS/object_images/airplane/airplane_04n.jpg,10,airplane,airplane,train
153,images_THINGS/object_images/airplane/airplane_05n.jpg,10,airplane,airplane,val
154,images_THINGS/object_images/airplane/airplane_06n.jpg,10,airplane,airplane,val
155,images_THINGS/object_images/airplane/airplane_07n.jpg,10,airplane,airplane,test
156,images_THINGS/object_images/airplane/airplane_08n.jpg,10,airplane,airplane,train
157,images_THINGS/object_images/airplane/airplane_09n.jpg,10,airplane,airplane,test
158,images_THINGS/object_images/airplane/airplane_10n.jpg,10,airplane,airplane,train
159,images_THINGS/object_images/airplane/airplane_11n.jpg,10,airplane,airplane,train
160,images_THINGS/object_images/airplane/airplane_12n.jpg,10,airplane,airplane,train
161,images_THINGS/object_images/album/album_01s.jpg,11,album,album,train
162,images_THINGS/object_images/album/album_02s.jpg,11,album,album,train
163,images_THINGS/object_images/album/album_03s.jpg,11,album,album,train
164,images_THINGS/object_images/album/album_04s.jpg,11,album,album,test
165,images_THINGS/object_images/album/album_05s.jpg,11,album,album,train
166,images_THINGS/object_images/album/album_06s.jpg,11,album,album,test
167,images_THINGS/object_images/album/album_07s.jpg,11,album,album,train
168,images_THINGS/object_images/album/album_08s.jpg,11,album,album,val
169,images_THINGS/object_images/album/album_09s.jpg,11,album,album,train
170,images_THINGS/object_images/album/album_10s.jpg,11,album,album,train
171,images_THINGS/object_images/album/album_11s.jpg,11,album,album,test
172,images_THINGS/object_images/album/album_12s.jpg,11,album,album,train
173,images_THINGS/object_images/album/album_13s.jpg,11,album,album,train
174,images_THINGS/object_images/album/album_14s.jpg,11,album,album,train
175,images_THINGS/object_images/album/album_15s.jpg,11,album,album,train
176,images_THINGS/object_images/album/album_16s.jpg,11,album,album,val
177,images_THINGS/object_images/alligator/alligator_01b.jpg,12,alligator,alligator,test
178,images_THINGS/object_images/alligator/alligator_02s.jpg,12,alligator,alligator,train
179,images_THINGS/object_images/alligator/alligator_03n.jpg,12,alligator,alligator,train
180,images_THINGS/object_images/alligator/alligator_04s.jpg,12,alligator,alligator,train
181,images_THINGS/object_images/alligator/alligator_05s.jpg,12,alligator,alligator,train
182,images_THINGS/object_images/alligator/alligator_06s.jpg,12,alligator,alligator,train
183,images_THINGS/object_images/alligator/alligator_07s.jpg,12,alligator,alligator,train
184,images_THINGS/object_images/alligator/alligator_08s.jpg,12,alligator,alligator,train
185,images_THINGS/object_images/alligator/alligator_09s.jpg,12,alligator,alligator,val
186,images_THINGS/object_images/alligator/alligator_10s.jpg,12,alligator,alligator,train
187,images_THINGS/object_images/alligator/alligator_11s.jpg,12,alligator,alligator,test
188,images_THINGS/object_images/alligator/alligator_12s.jpg,12,alligator,alligator,train
189,images_THINGS/object_images/alligator/alligator_13n.jpg,12,alligator,alligator,val
190,images_THINGS/object_images/alligator/alligator_14n.jpg,12,alligator,alligator,train
191,images_THINGS/object_images/almond/almond_01b.jpg,13,almond,almond,train
192,images_THINGS/object_images/almond/almond_02s.jpg,13,almond,almond,train
193,images_THINGS/object_images/almond/almond_03s.jpg,13,almond,almond,val
194,images_THINGS/object_images/almond/almond_04s.jpg,13,almond,almond,train
195,images_THINGS/object_images/almond/almond_05s.jpg,13,almond,almond,val
196,images_THINGS/object_images/almond/almond_06s.jpg,13,almond,almond,train
197,images_THINGS/object_images/almond/almond_07s.jpg,13,almond,almond,train
198,images_THINGS/object_images/almond/almond_08s.jpg,13,almond,almond,train
199,images_THINGS/object_images/almond/almond_09s.jpg,13,almond,almond,train
200,images_THINGS/object_images/almond/almond_10s.jpg,13,almond,almond,train
201,images_THINGS/object_images/almond/almond_11s.jpg,13,almond,almond,test
202,images_THINGS/object_images/almond/almond_12s.jpg,13,almond,almond,test
203,images_THINGS/object_images/almond/almond_13s.jpg,13,almond,almond,train
204,images_THINGS/object_images/aloe/aloe_01b.jpg,14,aloe,aloe,train
205,images_THINGS/object_images/aloe/aloe_02s.jpg,14,aloe,aloe,train
206,images_THINGS/object_images/aloe/aloe_03n.jpg,14,aloe,aloe,test
207,images_THINGS/object_images/aloe/aloe_04s.jpg,14,aloe,aloe,train
208,images_THINGS/object_images/aloe/aloe_05s.jpg,14,aloe,aloe,val
209,images_THINGS/object_images/aloe/aloe_06s.jpg,14,aloe,aloe,train
210,images_THINGS/object_images/aloe/aloe_07s.jpg,14,aloe,aloe,test
211,images_THINGS/object_images/aloe/aloe_08n.jpg,14,aloe,aloe,train
212,images_THINGS/object_images/aloe/aloe_09s.jpg,14,aloe,aloe,train
213,images_THINGS/object_images/aloe/aloe_10s.jpg,14,aloe,aloe,train
214,images_THINGS/object_images/aloe/aloe_11n.jpg,14,aloe,aloe,train
215,images_THINGS/object_images/aloe/aloe_12n.jpg,14,aloe,aloe,val
216,images_THINGS/object_images/alpaca/alpaca_01b.jpg,15,alpaca,alpaca,val
217,images_THINGS/object_images/alpaca/alpaca_02s.jpg,15,alpaca,alpaca,train
218,images_THINGS/object_images/alpaca/alpaca_03s.jpg,15,alpaca,alpaca,train
219,images_THINGS/object_images/alpaca/alpaca_04s.jpg,15,alpaca,alpaca,test
220,images_THINGS/object_images/alpaca/alpaca_05s.jpg,15,alpaca,alpaca,test
221,images_THINGS/object_images/alpaca/alpaca_06s.jpg,15,alpaca,alpaca,train
222,images_THINGS/object_images/alpaca/alpaca_07s.jpg,15,alpaca,alpaca,train
223,images_THINGS/object_images/alpaca/alpaca_08s.jpg,15,alpaca,alpaca,train
224,images_THINGS/object_images/alpaca/alpaca_09s.jpg,15,alpaca,alpaca,train
225,images_THINGS/object_images/alpaca/alpaca_10s.jpg,15,alpaca,alpaca,val
226,images_THINGS/object_images/alpaca/alpaca_11s.jpg,15,alpaca,alpaca,train
227,images_THINGS/object_images/alpaca/alpaca_12s.jpg,15,alpaca,alpaca,train
228,images_THINGS/object_images/alpaca/alpaca_13s.jpg,15,alpaca,alpaca,train
229,images_THINGS/object_images/alpaca/alpaca_14s.jpg,15,alpaca,alpaca,train
230,images_THINGS/object_images/alpaca/alpaca_15s.jpg,15,alpaca,alpaca,train
231,images_THINGS/object_images/altar/altar_01b.jpg,16,altar,altar,test
232,images_THINGS/object_images/altar/altar_02s.jpg,16,altar,altar,train
233,images_THINGS/object_images/altar/altar_03s.jpg,16,altar,altar,test
234,images_THINGS/object_images/altar/altar_04s.jpg,16,altar,altar,train
235,images_THINGS/object_images/altar/altar_05s.jpg,16,altar,altar,train
236,images_THINGS/object_images/altar/altar_06s.jpg,16,altar,altar,train
237,images_THINGS/object_images/altar/altar_07s.jpg,16,altar,altar,val
238,images_THINGS/object_images/altar/altar_08s.jpg,16,altar,altar,train
239,images_THINGS/object_images/altar/altar_09s.jpg,16,altar,altar,train
240,images_THINGS/object_images/altar/altar_10s.jpg,16,altar,altar,test
241,images_THINGS/object_images/altar/altar_11n.jpg,16,altar,altar,train
242,images_THINGS/object_images/altar/altar_12s.jpg,16,altar,altar,train
243,images_THINGS/object_images/altar/altar_13s.jpg,16,altar,altar,train
244,images_THINGS/object_images/altar/altar_14n.jpg,16,altar,altar,train
245,images_THINGS/object_images/altar/altar_15s.jpg,16,altar,altar,val
246,images_THINGS/object_images/altar/altar_16n.jpg,16,altar,altar,train
247,images_THINGS/object_images/altar/altar_17n.jpg,16,altar,altar,train
248,images_THINGS/object_images/altar/altar_18n.jpg,16,altar,altar,train
249,images_THINGS/object_images/aluminum_foil/aluminum_foil_01b.jpg,17,aluminum foil,aluminum_foil,train
250,images_THINGS/object_images/aluminum_foil/aluminum_foil_02s.jpg,17,aluminum foil,aluminum_foil,train
251,images_THINGS/object_images/aluminum_foil/aluminum_foil_03s.jpg,17,aluminum foil,aluminum_foil,val
252,images_THINGS/object_images/aluminum_foil/aluminum_foil_04s.jpg,17,aluminum foil,aluminum_foil,train
253,images_THINGS/object_images/aluminum_foil/aluminum_foil_05s.jpg,17,aluminum foil,aluminum_foil,train
254,images_THINGS/object_images/aluminum_foil/aluminum_foil_06s.jpg,17,aluminum foil,aluminum_foil,train
255,images_THINGS/object_images/aluminum_foil/aluminum_foil_07s.jpg,17,aluminum foil,aluminum_foil,train
256,images_THINGS/object_images/aluminum_foil/aluminum_foil_08s.jpg,17,aluminum foil,aluminum_foil,train
257,images_THINGS/object_images/aluminum_foil/aluminum_foil_09s.jpg,17,aluminum foil,aluminum_foil,train
258,images_THINGS/object_images/aluminum_foil/aluminum_foil_10s.jpg,17,aluminum foil,aluminum_foil,val
259,images_THINGS/object_images/aluminum_foil/aluminum_foil_11s.jpg,17,aluminum foil,aluminum_foil,train
260,images_THINGS/object_images/aluminum_foil/aluminum_foil_12s.jpg,17,aluminum foil,aluminum_foil,train
261,images_THINGS/object_images/aluminum_foil/aluminum_foil_13s.jpg,17,aluminum foil,aluminum_foil,test
262,images_THINGS/object_images/aluminum_foil/aluminum_foil_14s.jpg,17,aluminum foil,aluminum_foil,test
263,images_THINGS/object_images/aluminum_foil/aluminum_foil_15s.jpg,17,aluminum foil,aluminum_foil,train
264,images_THINGS/object_images/amber/amber_01b.jpg,18,amber,amber,test
265,images_THINGS/object_images/amber/amber_02s.jpg,18,amber,amber,train
266,images_THINGS/object_images/amber/amber_03s.jpg,18,amber,amber,train
267,images_THINGS/object_images/amber/amber_04s.jpg,18,amber,amber,val
268,images_THINGS/object_images/amber/amber_05s.jpg,18,amber,amber,val
269,images_THINGS/object_images/amber/amber_06s.jpg,18,amber,amber,train
270,images_THINGS/object_images/amber/amber_07s.jpg,18,amber,amber,test
271,images_THINGS/object_images/amber/amber_08s.jpg,18,amber,amber,train
272,images_THINGS/object_images/amber/amber_09s.jpg,18,amber,amber,train
273,images_THINGS/object_images/amber/amber_10s.jpg,18,amber,amber,train
274,images_THINGS/object_images/amber/amber_11s.jpg,18,amber,amber,train
275,images_THINGS/object_images/amber/amber_12s.jpg,18,amber,amber,train
276,images_THINGS/object_images/ambulance/ambulance_01b.jpg,19,ambulance,ambulance,train
277,images_THINGS/object_images/ambulance/ambulance_02s.jpg,19,ambulance,ambulance,train
278,images_THINGS/object_images/ambulance/ambulance_03s.jpg,19,ambulance,ambulance,train
279,images_THINGS/object_images/ambulance/ambulance_04s.jpg,19,ambulance,ambulance,test
280,images_THINGS/object_images/ambulance/ambulance_05s.jpg,19,ambulance,ambulance,train
281,images_THINGS/object_images/ambulance/ambulance_06s.jpg,19,ambulance,ambulance,train
282,images_THINGS/object_images/ambulance/ambulance_07s.jpg,19,ambulance,ambulance,train
283,images_THINGS/object_images/ambulance/ambulance_08s.jpg,19,ambulance,ambulance,train
284,images_THINGS/object_images/ambulance/ambulance_09s.jpg,19,ambulance,ambulance,train
285,images_THINGS/object_images/ambulance/ambulance_10s.jpg,19,ambulance,ambulance,train
286,images_THINGS/object_images/ambulance/ambulance_11s.jpg,19,ambulance,ambulance,val
287,images_THINGS/object_images/ambulance/ambulance_12s.jpg,19,ambulance,ambulance,test
288,images_THINGS/object_images/ambulance/ambulance_13s.jpg,19,ambulance,ambulance,val
289,images_THINGS/object_images/amplifier/amplifier_01s.jpg,20,amplifier,amplifier,train
290,images_THINGS/object_images/amplifier/amplifier_02s.jpg,20,amplifier,amplifier,val
291,images_THINGS/object_images/amplifier/amplifier_03s.jpg,20,amplifier,amplifier,train
292,images_THINGS/object_images/amplifier/amplifier_04s.jpg,20,amplifier,amplifier,val
293,images_THINGS/object_images/amplifier/amplifier_05s.jpg,20,amplifier,amplifier,test
294,images_THINGS/object_images/amplifier/amplifier_06s.jpg,20,amplifier,amplifier,train
295,images_THINGS/object_images/amplifier/amplifier_07s.jpg,20,amplifier,amplifier,train
296,images_THINGS/object_images/amplifier/amplifier_08s.jpg,20,amplifier,amplifier,train
297,images_THINGS/object_images/amplifier/amplifier_09s.jpg,20,amplifier,amplifier,test
298,images_THINGS/object_images/amplifier/amplifier_10s.jpg,20,amplifier,amplifier,train
299,images_THINGS/object_images/amplifier/amplifier_11s.jpg,20,amplifier,amplifier,train
300,images_THINGS/object_images/amplifier/amplifier_12s.jpg,20,amplifier,amplifier,train
301,images_THINGS/object_images/amplifier/amplifier_13s.jpg,20,amplifier,amplifier,val
302,images_THINGS/object_images/amplifier/amplifier_14s.jpg,20,amplifier,amplifier,train
303,images_THINGS/object_images/amplifier/amplifier_15s.jpg,20,amplifier,amplifier,train
304,images_THINGS/object_images/amplifier/amplifier_16s.jpg,20,amplifier,amplifier,test
305,images_THINGS/object_images/anchor/anchor_01b.jpg,21,anchor,anchor,train
306,images_THINGS/object_images/anchor/anchor_02s.jpg,21,anchor,anchor,test
307,images_THINGS/object_images/anchor/anchor_03n.jpg,21,anchor,anchor,val
308,images_THINGS/object_images/anchor/anchor_04s.jpg,21,anchor,anchor,train
309,images_THINGS/object_images/anchor/anchor_05s.jpg,21,anchor,anchor,train
310,images_THINGS/object_images/anchor/anchor_06s.jpg,21,anchor,anchor,train
311,images_THINGS/object_images/anchor/anchor_07n.jpg,21,anchor,anchor,train
312,images_THINGS/object_images/anchor/anchor_08s.jpg,21,anchor,anchor,train
313,images_THINGS/object_images/anchor/anchor_09s.jpg,21,anchor,anchor,val
314,images_THINGS/object_images/anchor/anchor_10s.jpg,21,anchor,anchor,train
315,images_THINGS/object_images/anchor/anchor_11n.jpg,21,anchor,anchor,train
316,images_THINGS/object_images/anchor/anchor_12s.jpg,21,anchor,anchor,test
317,images_THINGS/object_images/anchor/anchor_13s.jpg,21,anchor,anchor,train
318,images_THINGS/object_images/anchor/anchor_14n.jpg,21,anchor,anchor,train
319,images_THINGS/object_images/ankle/ankle_01b.jpg,22,ankle,ankle,train
320,images_THINGS/object_images/ankle/ankle_02s.jpg,22,ankle,ankle,test
321,images_THINGS/object_images/ankle/ankle_03s.jpg,22,ankle,ankle,train
322,images_THINGS/object_images/ankle/ankle_04s.jpg,22,ankle,ankle,train
323,images_THINGS/object_images/ankle/ankle_05s.jpg,22,ankle,ankle,train
324,images_THINGS/object_images/ankle/ankle_06s.jpg,22,ankle,ankle,val
325,images_THINGS/object_images/ankle/ankle_07s.jpg,22,ankle,ankle,train
326,images_THINGS/object_images/ankle/ankle_08s.jpg,22,ankle,ankle,train
