image_id,image_path,concept_id,concept_name,unique_id,image_exists
38,images_THINGS/object_images/accordion/accordion_11s.jpg,2,accordion,accordion,True
39,images_THINGS/object_images/accordion/accordion_12s.jpg,2,accordion,accordion,True
40,images_THINGS/object_images/accordion/accordion_13s.jpg,2,accordion,accordion,True
41,images_THINGS/object_images/accordion/accordion_14s.jpg,2,accordion,accordion,True
26109,images_THINGSplus-CC0/object_images_CC0/accordion.jpg,2,accordion,accordion,True
42,images_THINGS/object_images/acorn/acorn_01b.jpg,3,acorn,acorn,True
43,images_THINGS/object_images/acorn/acorn_02n.jpg,3,acorn,acorn,True
44,images_THINGS/object_images/acorn/acorn_03s.jpg,3,acorn,acorn,True
45,images_THINGS/object_images/acorn/acorn_04s.jpg,3,acorn,acorn,True
46,images_THINGS/object_images/acorn/acorn_05s.jpg,3,acorn,acorn,True
47,images_THINGS/object_images/acorn/acorn_06s.jpg,3,acorn,acorn,True
48,images_THINGS/object_images/acorn/acorn_07s.jpg,3,acorn,acorn,True
49,images_THINGS/object_images/acorn/acorn_08s.jpg,3,acorn,acorn,True
50,images_THINGS/object_images/acorn/acorn_09s.jpg,3,acorn,acorn,True
51,images_THINGS/object_images/acorn/acorn_10s.jpg,3,acorn,acorn,True
52,images_THINGS/object_images/acorn/acorn_11s.jpg,3,acorn,acorn,True
53,images_THINGS/object_images/acorn/acorn_12s.jpg,3,acorn,acorn,True
54,images_THINGS/object_images/acorn/acorn_13s.jpg,3,acorn,acorn,True
55,images_THINGS/object_images/acorn/acorn_14n.jpg,3,acorn,acorn,True
56,images_THINGS/object_images/acorn/acorn_15n.jpg,3,acorn,acorn,True
57,images_THINGS/object_images/acorn/acorn_16n.jpg,3,acorn,acorn,True
26110,images_THINGSplus-CC0/object_images_CC0/acorn.jpg,3,acorn,acorn,True
58,images_THINGS/object_images/air_conditioner/air_conditioner_01b.jpg,4,air conditioner,air_conditioner,True
59,images_THINGS/object_images/air_conditioner/air_conditioner_02s.jpg,4,air conditioner,air_conditioner,True
60,images_THINGS/object_images/air_conditioner/air_conditioner_03s.jpg,4,air conditioner,air_conditioner,True
61,images_THINGS/object_images/air_conditioner/air_conditioner_04s.jpg,4,air conditioner,air_conditioner,True
62,images_THINGS/object_images/air_conditioner/air_conditioner_05s.jpg,4,air conditioner,air_conditioner,True
63,images_THINGS/object_images/air_conditioner/air_conditioner_06s.jpg,4,air conditioner,air_conditioner,True
64,images_THINGS/object_images/air_conditioner/air_conditioner_07s.jpg,4,air conditioner,air_conditioner,True
65,images_THINGS/object_images/air_conditioner/air_conditioner_08s.jpg,4,air conditioner,air_conditioner,True
66,images_THINGS/object_images/air_conditioner/air_conditioner_09s.jpg,4,air conditioner,air_conditioner,True
67,images_THINGS/object_images/air_conditioner/air_conditioner_10s.jpg,4,air conditioner,air_conditioner,True
68,images_THINGS/object_images/air_conditioner/air_conditioner_11s.jpg,4,air conditioner,air_conditioner,True
69,images_THINGS/object_images/air_conditioner/air_conditioner_12s.jpg,4,air conditioner,air_conditioner,True
70,images_THINGS/object_images/air_conditioner/air_conditioner_13s.jpg,4,air conditioner,air_conditioner,True
26111,images_THINGSplus-CC0/object_images_CC0/air_conditioner.jpg,4,air conditioner,air_conditioner,True
71,images_THINGS/object_images/air_mattress/air_mattress_01b.jpg,5,air mattress,air_mattress,True
72,images_THINGS/object_images/air_mattress/air_mattress_02s.jpg,5,air mattress,air_mattress,True
73,images_THINGS/object_images/air_mattress/air_mattress_03s.jpg,5,air mattress,air_mattress,True
74,images_THINGS/object_images/air_mattress/air_mattress_04s.jpg,5,air mattress,air_mattress,True
75,images_THINGS/object_images/air_mattress/air_mattress_05s.jpg,5,air mattress,air_mattress,True
76,images_THINGS/object_images/air_mattress/air_mattress_06s.jpg,5,air mattress,air_mattress,True
77,images_THINGS/object_images/air_mattress/air_mattress_07s.jpg,5,air mattress,air_mattress,True
78,images_THINGS/object_images/air_mattress/air_mattress_08s.jpg,5,air mattress,air_mattress,True
79,images_THINGS/object_images/air_mattress/air_mattress_09s.jpg,5,air mattress,air_mattress,True
80,images_THINGS/object_images/air_mattress/air_mattress_10s.jpg,5,air mattress,air_mattress,True
81,images_THINGS/object_images/air_mattress/air_mattress_11s.jpg,5,air mattress,air_mattress,True
82,images_THINGS/object_images/air_mattress/air_mattress_12s.jpg,5,air mattress,air_mattress,True
83,images_THINGS/object_images/air_mattress/air_mattress_13s.jpg,5,air mattress,air_mattress,True
26112,images_THINGSplus-CC0/object_images_CC0/air_mattress.jpg,5,air mattress,air_mattress,True
84,images_THINGS/object_images/air_pump/air_pump_01s.jpg,6,air pump,air_pump,True
85,images_THINGS/object_images/air_pump/air_pump_02s.jpg,6,air pump,air_pump,True
86,images_THINGS/object_images/air_pump/air_pump_03s.jpg,6,air pump,air_pump,True
87,images_THINGS/object_images/air_pump/air_pump_04s.jpg,6,air pump,air_pump,True
88,images_THINGS/object_images/air_pump/air_pump_05s.jpg,6,air pump,air_pump,True
89,images_THINGS/object_images/air_pump/air_pump_06s.jpg,6,air pump,air_pump,True
90,images_THINGS/object_images/air_pump/air_pump_07s.jpg,6,air pump,air_pump,True
91,images_THINGS/object_images/air_pump/air_pump_08s.jpg,6,air pump,air_pump,True
92,images_THINGS/object_images/air_pump/air_pump_09s.jpg,6,air pump,air_pump,True
93,images_THINGS/object_images/air_pump/air_pump_10s.jpg,6,air pump,air_pump,True
94,images_THINGS/object_images/air_pump/air_pump_11s.jpg,6,air pump,air_pump,True
95,images_THINGS/object_images/air_pump/air_pump_12s.jpg,6,air pump,air_pump,True
96,images_THINGS/object_images/air_pump/air_pump_13s.jpg,6,air pump,air_pump,True
26113,images_THINGSplus-CC0/object_images_CC0/air_pump.jpg,6,air pump,air_pump,True
97,images_THINGS/object_images/airbag/airbag_01b.jpg,7,airbag,airbag,True
98,images_THINGS/object_images/airbag/airbag_02s.jpg,7,airbag,airbag,True
99,images_THINGS/object_images/airbag/airbag_03s.jpg,7,airbag,airbag,True
100,images_THINGS/object_images/airbag/airbag_04s.jpg,7,airbag,airbag,True
101,images_THINGS/object_images/airbag/airbag_05s.jpg,7,airbag,airbag,True
102,images_THINGS/object_images/airbag/airbag_06s.jpg,7,airbag,airbag,True
103,images_THINGS/object_images/airbag/airbag_07s.jpg,7,airbag,airbag,True
104,images_THINGS/object_images/airbag/airbag_08s.jpg,7,airbag,airbag,True
105,images_THINGS/object_images/airbag/airbag_09s.jpg,7,airbag,airbag,True
106,images_THINGS/object_images/airbag/airbag_10s.jpg,7,airbag,airbag,True
107,images_THINGS/object_images/airbag/airbag_11s.jpg,7,airbag,airbag,True
108,images_THINGS/object_images/airbag/airbag_12s.jpg,7,airbag,airbag,True
109,images_THINGS/object_images/airbag/airbag_13s.jpg,7,airbag,airbag,True
110,images_THINGS/object_images/airbag/airbag_14s.jpg,7,airbag,airbag,True
111,images_THINGS/object_images/airbag/airbag_15s.jpg,7,airbag,airbag,True
112,images_THINGS/object_images/airbag/airbag_16s.jpg,7,airbag,airbag,True
26114,images_THINGSplus-CC0/object_images_CC0/airbag.jpg,7,airbag,airbag,True
113,images_THINGS/object_images/airboat/airboat_01s.jpg,8,airboat,airboat,True
114,images_THINGS/object_images/airboat/airboat_02s.jpg,8,airboat,airboat,True
115,images_THINGS/object_images/airboat/airboat_03s.jpg,8,airboat,airboat,True
116,images_THINGS/object_images/airboat/airboat_04s.jpg,8,airboat,airboat,True
117,images_THINGS/object_images/airboat/airboat_05s.jpg,8,airboat,airboat,True
118,images_THINGS/object_images/airboat/airboat_06s.jpg,8,airboat,airboat,True
119,images_THINGS/object_images/airboat/airboat_07s.jpg,8,airboat,airboat,True
120,images_THINGS/object_images/airboat/airboat_08s.jpg,8,airboat,airboat,True
121,images_THINGS/object_images/airboat/airboat_09s.jpg,8,airboat,airboat,True
122,images_THINGS/object_images/airboat/airboat_10s.jpg,8,airboat,airboat,True
123,images_THINGS/object_images/airboat/airboat_11s.jpg,8,airboat,airboat,True
124,images_THINGS/object_images/airboat/airboat_12s.jpg,8,airboat,airboat,True
125,images_THINGS/object_images/airboat/airboat_13s.jpg,8,airboat,airboat,True
26115,images_THINGSplus-CC0/object_images_CC0/airboat.jpg,8,airboat,airboat,True
126,images_THINGS/object_images/aircraft_carrier/aircraft_carrier_01b.jpg,9,aircraft carrier,aircraft_carrier,True
127,images_THINGS/object_images/aircraft_carrier/aircraft_carrier_02s.jpg,9,aircraft carrier,aircraft_carrier,True
128,images_THINGS/object_images/aircraft_carrier/aircraft_carrier_03s.jpg,9,aircraft carrier,aircraft_carrier,True
129,images_THINGS/object_images/aircraft_carrier/aircraft_carrier_04s.jpg,9,aircraft carrier,aircraft_carrier,True
130,images_THINGS/object_images/aircraft_carrier/aircraft_carrier_05s.jpg,9,aircraft carrier,aircraft_carrier,True
131,images_THINGS/object_images/aircraft_carrier/aircraft_carrier_06s.jpg,9,aircraft carrier,aircraft_carrier,True
132,images_THINGS/object_images/aircraft_carrier/aircraft_carrier_07s.jpg,9,aircraft carrier,aircraft_carrier,True
133,images_THINGS/object_images/aircraft_carrier/aircraft_carrier_08s.jpg,9,aircraft carrier,aircraft_carrier,True
134,images_THINGS/object_images/aircraft_carrier/aircraft_carrier_09s.jpg,9,aircraft carrier,aircraft_carrier,True
135,images_THINGS/object_images/aircraft_carrier/aircraft_carrier_10s.jpg,9,aircraft carrier,aircraft_carrier,True
136,images_THINGS/object_images/aircraft_carrier/aircraft_carrier_11s.jpg,9,aircraft carrier,aircraft_carrier,True
137,images_THINGS/object_images/aircraft_carrier/aircraft_carrier_12s.jpg,9,aircraft carrier,aircraft_carrier,True
138,images_THINGS/object_images/aircraft_carrier/aircraft_carrier_13s.jpg,9,aircraft carrier,aircraft_carrier,True
139,images_THINGS/object_images/aircraft_carrier/aircraft_carrier_14s.jpg,9,aircraft carrier,aircraft_carrier,True
140,images_THINGS/object_images/aircraft_carrier/aircraft_carrier_15s.jpg,9,aircraft carrier,aircraft_carrier,True
141,images_THINGS/object_images/aircraft_carrier/aircraft_carrier_16s.jpg,9,aircraft carrier,aircraft_carrier,True
142,images_THINGS/object_images/aircraft_carrier/aircraft_carrier_17s.jpg,9,aircraft carrier,aircraft_carrier,True
143,images_THINGS/object_images/aircraft_carrier/aircraft_carrier_18s.jpg,9,aircraft carrier,aircraft_carrier,True
144,images_THINGS/object_images/aircraft_carrier/aircraft_carrier_19s.jpg,9,aircraft carrier,aircraft_carrier,True
145,images_THINGS/object_images/aircraft_carrier/aircraft_carrier_20s.jpg,9,aircraft carrier,aircraft_carrier,True
146,images_THINGS/object_images/aircraft_carrier/aircraft_carrier_21s.jpg,9,aircraft carrier,aircraft_carrier,True
147,images_THINGS/object_images/aircraft_carrier/aircraft_carrier_22s.jpg,9,aircraft carrier,aircraft_carrier,True
148,images_THINGS/object_images/aircraft_carrier/aircraft_carrier_23s.jpg,9,aircraft carrier,aircraft_carrier,True
26116,images_THINGSplus-CC0/object_images_CC0/aircraft_carrier.jpg,9,aircraft carrier,aircraft_carrier,True
149,images_THINGS/object_images/airplane/airplane_01b.jpg,10,airplane,airplane,True
150,images_THINGS/object_images/airplane/airplane_02n.jpg,10,airplane,airplane,True
151,images_THINGS/object_images/airplane/airplane_03n.jpg,10,airplane,airplane,True
152,images_THINGS/object_images/airplane/airplane_04n.jpg,10,airplane,airplane,True
153,images_THINGS/object_images/airplane/airplane_05n.jpg,10,airplane,airplane,True
154,images_THINGS/object_images/airplane/airplane_06n.jpg,10,airplane,airplane,True
155,images_THINGS/object_images/airplane/airplane_07n.jpg,10,airplane,airplane,True
156,images_THINGS/object_images/airplane/airplane_08n.jpg,10,airplane,airplane,True
157,images_THINGS/object_images/airplane/airplane_09n.jpg,10,airplane,airplane,True
158,images_THINGS/object_images/airplane/airplane_10n.jpg,10,airplane,airplane,True
159,images_THINGS/object_images/airplane/airplane_11n.jpg,10,airplane,airplane,True
160,images_THINGS/object_images/airplane/airplane_12n.jpg,10,airplane,airplane,True
26117,images_THINGSplus-CC0/object_images_CC0/airplane.jpg,10,airplane,airplane,True
161,images_THINGS/object_images/album/album_01s.jpg,11,album,album,True
162,images_THINGS/object_images/album/album_02s.jpg,11,album,album,True
163,images_THINGS/object_images/album/album_03s.jpg,11,album,album,True
164,images_THINGS/object_images/album/album_04s.jpg,11,album,album,True
165,images_THINGS/object_images/album/album_05s.jpg,11,album,album,True
166,images_THINGS/object_images/album/album_06s.jpg,11,album,album,True
167,images_THINGS/object_images/album/album_07s.jpg,11,album,album,True
168,images_THINGS/object_images/album/album_08s.jpg,11,album,album,True
169,images_THINGS/object_images/album/album_09s.jpg,11,album,album,True
170,images_THINGS/object_images/album/album_10s.jpg,11,album,album,True
171,images_THINGS/object_images/album/album_11s.jpg,11,album,album,True
172,images_THINGS/object_images/album/album_12s.jpg,11,album,album,True
173,images_THINGS/object_images/album/album_13s.jpg,11,album,album,True
174,images_THINGS/object_images/album/album_14s.jpg,11,album,album,True
175,images_THINGS/object_images/album/album_15s.jpg,11,album,album,True
176,images_THINGS/object_images/album/album_16s.jpg,11,album,album,True
26118,images_THINGSplus-CC0/object_images_CC0/album.jpg,11,album,album,True
177,images_THINGS/object_images/alligator/alligator_01b.jpg,12,alligator,alligator,True
178,images_THINGS/object_images/alligator/alligator_02s.jpg,12,alligator,alligator,True
179,images_THINGS/object_images/alligator/alligator_03n.jpg,12,alligator,alligator,True
180,images_THINGS/object_images/alligator/alligator_04s.jpg,12,alligator,alligator,True
181,images_THINGS/object_images/alligator/alligator_05s.jpg,12,alligator,alligator,True
182,images_THINGS/object_images/alligator/alligator_06s.jpg,12,alligator,alligator,True
183,images_THINGS/object_images/alligator/alligator_07s.jpg,12,alligator,alligator,True
184,images_THINGS/object_images/alligator/alligator_08s.jpg,12,alligator,alligator,True
185,images_THINGS/object_images/alligator/alligator_09s.jpg,12,alligator,alligator,True
186,images_THINGS/object_images/alligator/alligator_10s.jpg,12,alligator,alligator,True
187,images_THINGS/object_images/alligator/alligator_11s.jpg,12,alligator,alligator,True
188,images_THINGS/object_images/alligator/alligator_12s.jpg,12,alligator,alligator,True
189,images_THINGS/object_images/alligator/alligator_13n.jpg,12,alligator,alligator,True
190,images_THINGS/object_images/alligator/alligator_14n.jpg,12,alligator,alligator,True
26119,images_THINGSplus-CC0/object_images_CC0/alligator.jpg,12,alligator,alligator,True
191,images_THINGS/object_images/almond/almond_01b.jpg,13,almond,almond,True
192,images_THINGS/object_images/almond/almond_02s.jpg,13,almond,almond,True
193,images_THINGS/object_images/almond/almond_03s.jpg,13,almond,almond,True
194,images_THINGS/object_images/almond/almond_04s.jpg,13,almond,almond,True
195,images_THINGS/object_images/almond/almond_05s.jpg,13,almond,almond,True
196,images_THINGS/object_images/almond/almond_06s.jpg,13,almond,almond,True
197,images_THINGS/object_images/almond/almond_07s.jpg,13,almond,almond,True
198,images_THINGS/object_images/almond/almond_08s.jpg,13,almond,almond,True
199,images_THINGS/object_images/almond/almond_09s.jpg,13,almond,almond,True
200,images_THINGS/object_images/almond/almond_10s.jpg,13,almond,almond,True
201,images_THINGS/object_images/almond/almond_11s.jpg,13,almond,almond,True
202,images_THINGS/object_images/almond/almond_12s.jpg,13,almond,almond,True
203,images_THINGS/object_images/almond/almond_13s.jpg,13,almond,almond,True
26120,images_THINGSplus-CC0/object_images_CC0/almond.jpg,13,almond,almond,True
204,images_THINGS/object_images/aloe/aloe_01b.jpg,14,aloe,aloe,True
205,images_THINGS/object_images/aloe/aloe_02s.jpg,14,aloe,aloe,True
206,images_THINGS/object_images/aloe/aloe_03n.jpg,14,aloe,aloe,True
207,images_THINGS/object_images/aloe/aloe_04s.jpg,14,aloe,aloe,True
208,images_THINGS/object_images/aloe/aloe_05s.jpg,14,aloe,aloe,True
209,images_THINGS/object_images/aloe/aloe_06s.jpg,14,aloe,aloe,True
210,images_THINGS/object_images/aloe/aloe_07s.jpg,14,aloe,aloe,True
211,images_THINGS/object_images/aloe/aloe_08n.jpg,14,aloe,aloe,True
212,images_THINGS/object_images/aloe/aloe_09s.jpg,14,aloe,aloe,True
213,images_THINGS/object_images/aloe/aloe_10s.jpg,14,aloe,aloe,True
214,images_THINGS/object_images/aloe/aloe_11n.jpg,14,aloe,aloe,True
215,images_THINGS/object_images/aloe/aloe_12n.jpg,14,aloe,aloe,True
26121,images_THINGSplus-CC0/object_images_CC0/aloe.jpg,14,aloe,aloe,True
216,images_THINGS/object_images/alpaca/alpaca_01b.jpg,15,alpaca,alpaca,True
217,images_THINGS/object_images/alpaca/alpaca_02s.jpg,15,alpaca,alpaca,True
218,images_THINGS/object_images/alpaca/alpaca_03s.jpg,15,alpaca,alpaca,True
219,images_THINGS/object_images/alpaca/alpaca_04s.jpg,15,alpaca,alpaca,True
220,images_THINGS/object_images/alpaca/alpaca_05s.jpg,15,alpaca,alpaca,True
221,images_THINGS/object_images/alpaca/alpaca_06s.jpg,15,alpaca,alpaca,True
222,images_THINGS/object_images/alpaca/alpaca_07s.jpg,15,alpaca,alpaca,True
223,images_THINGS/object_images/alpaca/alpaca_08s.jpg,15,alpaca,alpaca,True
224,images_THINGS/object_images/alpaca/alpaca_09s.jpg,15,alpaca,alpaca,True
225,images_THINGS/object_images/alpaca/alpaca_10s.jpg,15,alpaca,alpaca,True
226,images_THINGS/object_images/alpaca/alpaca_11s.jpg,15,alpaca,alpaca,True
227,images_THINGS/object_images/alpaca/alpaca_12s.jpg,15,alpaca,alpaca,True
228,images_THINGS/object_images/alpaca/alpaca_13s.jpg,15,alpaca,alpaca,True
229,images_THINGS/object_images/alpaca/alpaca_14s.jpg,15,alpaca,alpaca,True
230,images_THINGS/object_images/alpaca/alpaca_15s.jpg,15,alpaca,alpaca,True
26122,images_THINGSplus-CC0/object_images_CC0/alpaca.jpg,15,alpaca,alpaca,True
231,images_THINGS/object_images/altar/altar_01b.jpg,16,altar,altar,True
232,images_THINGS/object_images/altar/altar_02s.jpg,16,altar,altar,True
233,images_THINGS/object_images/altar/altar_03s.jpg,16,altar,altar,True
234,images_THINGS/object_images/altar/altar_04s.jpg,16,altar,altar,True
235,images_THINGS/object_images/altar/altar_05s.jpg,16,altar,altar,True
236,images_THINGS/object_images/altar/altar_06s.jpg,16,altar,altar,True
237,images_THINGS/object_images/altar/altar_07s.jpg,16,altar,altar,True
238,images_THINGS/object_images/altar/altar_08s.jpg,16,altar,altar,True
239,images_THINGS/object_images/altar/altar_09s.jpg,16,altar,altar,True
240,images_THINGS/object_images/altar/altar_10s.jpg,16,altar,altar,True
241,images_THINGS/object_images/altar/altar_11n.jpg,16,altar,altar,True
242,images_THINGS/object_images/altar/altar_12s.jpg,16,altar,altar,True
243,images_THINGS/object_images/altar/altar_13s.jpg,16,altar,altar,True
244,images_THINGS/object_images/altar/altar_14n.jpg,16,altar,altar,True
245,images_THINGS/object_images/altar/altar_15s.jpg,16,altar,altar,True
246,images_THINGS/object_images/altar/altar_16n.jpg,16,altar,altar,True
247,images_THINGS/object_images/altar/altar_17n.jpg,16,altar,altar,True
248,images_THINGS/object_images/altar/altar_18n.jpg,16,altar,altar,True
26123,images_THINGSplus-CC0/object_images_CC0/altar.jpg,16,altar,altar,True
249,images_THINGS/object_images/aluminum_foil/aluminum_foil_01b.jpg,17,aluminum foil,aluminum_foil,True
250,images_THINGS/object_images/aluminum_foil/aluminum_foil_02s.jpg,17,aluminum foil,aluminum_foil,True
251,images_THINGS/object_images/aluminum_foil/aluminum_foil_03s.jpg,17,aluminum foil,aluminum_foil,True
252,images_THINGS/object_images/aluminum_foil/aluminum_foil_04s.jpg,17,aluminum foil,aluminum_foil,True
253,images_THINGS/object_images/aluminum_foil/aluminum_foil_05s.jpg,17,aluminum foil,aluminum_foil,True
254,images_THINGS/object_images/aluminum_foil/aluminum_foil_06s.jpg,17,aluminum foil,aluminum_foil,True
255,images_THINGS/object_images/aluminum_foil/aluminum_foil_07s.jpg,17,aluminum foil,aluminum_foil,True
256,images_THINGS/object_images/aluminum_foil/aluminum_foil_08s.jpg,17,aluminum foil,aluminum_foil,True
257,images_THINGS/object_images/aluminum_foil/aluminum_foil_09s.jpg,17,aluminum foil,aluminum_foil,True
258,images_THINGS/object_images/aluminum_foil/aluminum_foil_10s.jpg,17,aluminum foil,aluminum_foil,True
259,images_THINGS/object_images/aluminum_foil/aluminum_foil_11s.jpg,17,aluminum foil,aluminum_foil,True
260,images_THINGS/object_images/aluminum_foil/aluminum_foil_12s.jpg,17,aluminum foil,aluminum_foil,True
261,images_THINGS/object_images/aluminum_foil/aluminum_foil_13s.jpg,17,aluminum foil,aluminum_foil,True
262,images_THINGS/object_images/aluminum_foil/aluminum_foil_14s.jpg,17,aluminum foil,aluminum_foil,True
263,images_THINGS/object_images/aluminum_foil/aluminum_foil_15s.jpg,17,aluminum foil,aluminum_foil,True
26124,images_THINGSplus-CC0/object_images_CC0/aluminum_foil.jpg,17,aluminum foil,aluminum_foil,True
264,images_THINGS/object_images/amber/amber_01b.jpg,18,amber,amber,True
265,images_THINGS/object_images/amber/amber_02s.jpg,18,amber,amber,True
266,images_THINGS/object_images/amber/amber_03s.jpg,18,amber,amber,True
267,images_THINGS/object_images/amber/amber_04s.jpg,18,amber,amber,True
268,images_THINGS/object_images/amber/amber_05s.jpg,18,amber,amber,True
269,images_THINGS/object_images/amber/amber_06s.jpg,18,amber,amber,True
270,images_THINGS/object_images/amber/amber_07s.jpg,18,amber,amber,True
271,images_THINGS/object_images/amber/amber_08s.jpg,18,amber,amber,True
272,images_THINGS/object_images/amber/amber_09s.jpg,18,amber,amber,True
273,images_THINGS/object_images/amber/amber_10s.jpg,18,amber,amber,True
274,images_THINGS/object_images/amber/amber_11s.jpg,18,amber,amber,True
275,images_THINGS/object_images/amber/amber_12s.jpg,18,amber,amber,True
26125,images_THINGSplus-CC0/object_images_CC0/amber.jpg,18,amber,amber,True
276,images_THINGS/object_images/ambulance/ambulance_01b.jpg,19,ambulance,ambulance,True
277,images_THINGS/object_images/ambulance/ambulance_02s.jpg,19,ambulance,ambulance,True
278,images_THINGS/object_images/ambulance/ambulance_03s.jpg,19,ambulance,ambulance,True
279,images_THINGS/object_images/ambulance/ambulance_04s.jpg,19,ambulance,ambulance,True
280,images_THINGS/object_images/ambulance/ambulance_05s.jpg,19,ambulance,ambulance,True
281,images_THINGS/object_images/ambulance/ambulance_06s.jpg,19,ambulance,ambulance,True
282,images_THINGS/object_images/ambulance/ambulance_07s.jpg,19,ambulance,ambulance,True
283,images_THINGS/object_images/ambulance/ambulance_08s.jpg,19,ambulance,ambulance,True
284,images_THINGS/object_images/ambulance/ambulance_09s.jpg,19,ambulance,ambulance,True
285,images_THINGS/object_images/ambulance/ambulance_10s.jpg,19,ambulance,ambulance,True
286,images_THINGS/object_images/ambulance/ambulance_11s.jpg,19,ambulance,ambulance,True
287,images_THINGS/object_images/ambulance/ambulance_12s.jpg,19,ambulance,ambulance,True
288,images_THINGS/object_images/ambulance/ambulance_13s.jpg,19,ambulance,ambulance,True
26126,images_THINGSplus-CC0/object_images_CC0/ambulance.jpg,19,ambulance,ambulance,True
289,images_THINGS/object_images/amplifier/amplifier_01s.jpg,20,amplifier,amplifier,True
290,images_THINGS/object_images/amplifier/amplifier_02s.jpg,20,amplifier,amplifier,True
291,images_THINGS/object_images/amplifier/amplifier_03s.jpg,20,amplifier,amplifier,True
292,images_THINGS/object_images/amplifier/amplifier_04s.jpg,20,amplifier,amplifier,True
293,images_THINGS/object_images/amplifier/amplifier_05s.jpg,20,amplifier,amplifier,True
294,images_THINGS/object_images/amplifier/amplifier_06s.jpg,20,amplifier,amplifier,True
295,images_THINGS/object_images/amplifier/amplifier_07s.jpg,20,amplifier,amplifier,True
296,images_THINGS/object_images/amplifier/amplifier_08s.jpg,20,amplifier,amplifier,True
297,images_THINGS/object_images/amplifier/amplifier_09s.jpg,20,amplifier,amplifier,True
298,images_THINGS/object_images/amplifier/amplifier_10s.jpg,20,amplifier,amplifier,True
299,images_THINGS/object_images/amplifier/amplifier_11s.jpg,20,amplifier,amplifier,True
300,images_THINGS/object_images/amplifier/amplifier_12s.jpg,20,amplifier,amplifier,True
301,images_THINGS/object_images/amplifier/amplifier_13s.jpg,20,amplifier,amplifier,True
302,images_THINGS/object_images/amplifier/amplifier_14s.jpg,20,amplifier,amplifier,True
303,images_THINGS/object_images/amplifier/amplifier_15s.jpg,20,amplifier,amplifier,True
